make,model,model_clean
Acura,ADX A-Spec,ADX
Acura,ADX A-Spec Package,ADX
Acura,ILX Base,ILX
Acura,ILX Premium,ILX
Acura,ILX Premium & A-SPEC Packages,ILX
Acura,MDX 3.5L,MDX
Acura,MDX 3.5L w/Technology Package,MDX
Acura,MDX A-SPEC,MDX
Acura,MDX A-SPEC Advance Package,MDX
Acura,MDX Advance,MDX
Acura,MDX Advance Package,MDX
Acura,MDX SH-AWD A-Spec,MDX
Acura,MDX SH-AWD Technology,MDX
Acura,MDX Standard,MDX
Acura,MDX Technology,MDX
Acura,MDX Technology Package,MDX
Acura,MDX Type S Advance Package,MDX
Acura,RDX A-Spec,RDX
Acura,RDX A-Spec Advance Package,RDX
Acura,RDX A-Spec Package,RDX
Acura,RDX AWD,RDX
Acura,RDX AcuraWatch Plus Package,RDX
Acura,RDX AcuraWatch Plus Pkg,RDX
Acura,RDX Advance Package,RDX
Acura,RDX Base,RDX
Acura,RDX TECHNOLOGY,RDX
Acura,RDX Technology Package,RDX
Acura,RLX Technology Package,RDX
Acura,TLX A-Spec,TLX
Acura,TLX FWD,TLX
Acura,TLX PMC Edition,TLX
Acura,TLX SH-AWD A-Spec,TLX
Acura,TLX Technology,TLX
Acura,ZDX A-Spec,ZDX
Alfa,Romeo Giulia Base,Romeo Giulia
Alfa,Romeo Giulia RWD,Romeo Giulia
Alfa,Romeo Giulia Sprint,Romeo Giulia
Alfa,Romeo Giulia Ti,Romeo Giulia
Alfa,Romeo Giulia Ti Lusso,Romeo Giulia
Alfa,Romeo Giulia Veloce,Romeo Giulia
Alfa,Romeo Stelvio Base,Romeo Stelvio
Alfa,Romeo Stelvio Quadrifoglio,Romeo Stelvio
Alfa,Romeo Stelvio Sport,Romeo Stelvio
Alfa,Romeo Stelvio Sprint,Romeo Stelvio
Alfa,Romeo Stelvio Sprint AWD,Romeo Stelvio
Alfa,Romeo Stelvio Ti,Romeo Stelvio
Alfa,Romeo Stelvio Ti Sport,Romeo Stelvio
Alfa,Romeo Stelvio Veloce AWD,Romeo Stelvio
Alfa,Romeo Tonale AWD,Romeo Tonale
Alfa,Romeo Tonale Special Edition Intensa,Romeo Tonale
Alfa,Romeo Tonale Ti EAWD,Romeo Tonale
Audi,A3 2.0T Premium,A3
Audi,A3 2.0T S line Premium Plus,A3
Audi,A3 40 Premium,A3
Audi,A3 Premium,A3
Audi,A3 Premium S-Line,A3
Audi,A4 2.0T Premium,A4
Audi,A4 40 Premium,A4
Audi,A4 45 Premium,A4
Audi,A4 45 S line Premium Plus,A4
Audi,A4 S-Line Premium Plus,A4
Audi,A6 2.0T Premium Plus,A6
Audi,A6 45 Premium Plus,A6
Audi,A6 55 Premium,A6
Audi,A6 55 Premium Plus,A6
Audi,A6 55 Prestige,A6
Audi,A6 Premium Plus,A6
Audi,A6 Premium Plus quattro S tronic,A6
Audi,A6 e-tron Premium Plus,A6
Audi,A8 55,A8
Audi,A8 L,A8
Audi,A8 L 55,A8
Audi,A8 L 60,A8
Audi,Q3 2.0T Premium Plus,Q3
Audi,Q3 2.0T Sport Premium,Q3
Audi,Q3 40 Premium,Q3
Audi,Q3 45 S line Premium,Q3
Audi,Q3 45 S line Premium Plus,Q3
Audi,Q3 Premium,Q3
Audi,Q3 Premium 45 TFSI S line quattro Tiptronic,Q3
Audi,Q3 S line Premium,Q3
Audi,Q3 S-Line Premium Plus,Q3
Audi,Q4 e-tron Premium Plus 50 quattro,Q4
Audi,Q5 2.0T Premium Plus,Q5
Audi,Q5 2.0T Tech Premium,Q5
Audi,Q5 2.0T quattro Premium,Q5
Audi,Q5 40 Premium,Q5
Audi,Q5 45 S line Premium,Q5
Audi,Q5 45 S line Premium Plus,Q5
Audi,Q5 45 S line Prestige,Q5
Audi,Q5 45 S line quattro Premium,Q5
Audi,Q5 Premium,Q5
Audi,Q5 Premium Plus,Q5
Audi,Q5 Premium Plus TFSI quattro S tronic,Q5
Audi,Q5 Premium TFSI quattro S tronic,Q5
Audi,Q5 Prestige 40 TFSI quattro S tronic,Q5
Audi,Q5 Prestige TFSI quattro S tronic,Q5
Audi,Q5 S-Line Premium,Q5
Audi,Q5 S-Line Premium Plus,Q5
Audi,Q5 Sportback Premium,Q5
Audi,Q5 Sportback S-Line Premium,Q5
Audi,Q5 e 55 S line Premium Plus,Q5
Audi,Q5 e 55 S line Prestige,Q5
Audi,Q7 45 Premium,Q7
Audi,Q7 45 Premium Plus,Q7
Audi,Q7 55 Premium,Q7
Audi,Q7 55 Premium Plus,Q7
Audi,Q7 55 Prestige,Q7
Audi,Q7 Premium,Q7
Audi,Q7 Premium Plus,Q7
Audi,Q7 Prestige,Q7
Audi,Q8 55 Premium Plus,Q8
Audi,Q8 55 Prestige,Q8
Audi,Q8 e-tron Premium Plus,Q8
Audi,RS 3 2.5T,RS
Audi,RS 3 TFSI quattro S tronic,RS
Audi,S3 Premium Plus TFSI quattro S tronic,S3
Audi,S3 TFSI quattro S tronic,S3
Audi,S4 3.0T Premium Plus,S4
Audi,S4 Premium Plus TFSI quattro Tiptronic,S4
Audi,S6 4.0T,S6
Audi,SQ5 3.0T Premium,SQ5
Audi,SQ5 3.0T Premium Plus,SQ5
Audi,SQ7 4.0T Premium Plus,SQ7
Audi,SQ8 4.0T Premium Plus,SQ8
Audi,SQ8 4.0T Prestige,SQ8
Audi,e-tron Premium Plus,e-tron
Bentley,Bentayga W12,Bentayga
Bmw,228 Gran Coupe 228,228
Bmw,228 Gran Coupe 228i sDrive Gran Coupe,228
Bmw,228 Gran Coupe 228i xDrive,228
Bmw,228 Gran Coupe I xDrive Gran Coupe,228
Bmw,228 Gran Coupe i xDrive,228
Bmw,228 Gran Coupe xDrive,228
Bmw,320 I,320
Bmw,328 xDrive,328
Bmw,330 330i,330
Bmw,330 330i M Sport,330
Bmw,330 330i Sedan,330
Bmw,330 I,330
Bmw,330 NA,330
Bmw,330 i,330
Bmw,330 i xDrive,330
Bmw,330 xDrive,330
Bmw,330 xDrive NA,330
Bmw,330e Base,330
Bmw,330e iPerformance,330
Bmw,530 530i,530
Bmw,530 I,530
Bmw,530 I xDrive,530
Bmw,530 M Sport & Premium Pkg $62K MSRP,530
Bmw,530 i,530
Bmw,530 i xDrive,530
Bmw,530 xDrive,530
Bmw,530e Base,530
Bmw,540 540i,540
Bmw,540 540i Sedan 4D,540
Bmw,540 i,540
Bmw,540 i xDrive,540
Bmw,540 xDrive,540
Bmw,740 740i,740
Bmw,740 I xDrive,740
Bmw,740 i,740
Bmw,740 xDrive,740
Bmw,745e xDrive,745
Bmw,750 I,750
Bmw,750 i xDrive,750
Bmw,760 760i xDrive,760
Bmw,760 i xDrive,760
Bmw,840 Gran Coupe i,840
Bmw,840 i,840
Bmw,M235 Gran Coupe M235 xDrive,M235
Bmw,M235 Gran Coupe Xdrive,M235
Bmw,M235 Gran Coupe i xDrive,M235
Bmw,M235 Gran Coupe xDrive,M235
Bmw,M3 Base,M3
Bmw,M3 Competition Sedan,M3
Bmw,M3 Sedan,M3
Bmw,M340 M340i,M340
Bmw,M340 NA,M340
Bmw,M340 i,M340
Bmw,M340 i xDrive,M340
Bmw,M340 xDrive,M340
Bmw,M550 I xDrive,M550
Bmw,M550 i Xdrive,M550
Bmw,M760 xDrive,M760
Bmw,X1 M35i,X1
Bmw,X1 SDrive28i,X1
Bmw,X1 XDrive28i,X1
Bmw,X1 sDrive28i,X1
Bmw,X1 xDrive28i,X1
Bmw,X2 M35i,X2
Bmw,X2 XDrive28i,X2
Bmw,X2 sDrive28i,X2
Bmw,X2 xDrive28i,X2
Bmw,X3 30 xDrive,X3
Bmw,X3 M40i,X3
Bmw,X3 M50 xDrive,X3
Bmw,X3 PHEV xDrive30e,X3
Bmw,X3 SDrive28i,X3
Bmw,X3 XDRIVE30I,X3
Bmw,X3 XDrive28i,X3
Bmw,X3 XDrive30i,X3
Bmw,X3 sDrive28i,X3
Bmw,X3 sDrive30i,X3
Bmw,X3 xDrive30i,X3
Bmw,X4 M40i,X4
Bmw,X4 XDrive30i,X4
Bmw,X4 xDrive28i,X4
Bmw,X4 xDrive30i,X4
Bmw,X5 M50i,X5
Bmw,X5 M60i,X5
Bmw,X5 PHEV XDrive45e,X5
Bmw,X5 PHEV xDrive45e,X5
Bmw,X5 PHEV xDrive50e,X5
Bmw,X5 sDrive40i,X5
Bmw,X5 xDrive35i,X5
Bmw,X5 xDrive40i,X5
Bmw,X5 xDrive50i,X5
Bmw,X6 M,X6
Bmw,X6 M Base,X6
Bmw,X6 M50i,X6
Bmw,X6 XDrive50i,X6
Bmw,X6 xDrive40i,X6
Bmw,X7 XDRIVE40I,X7
Bmw,X7 xDrive40i,X7
Bmw,i5 M60,i5
Bmw,i5 eDrive40,i5
Bmw,i5 xDrive40,i5
Bmw,iX M60,iX
Bmw,iX xDrive50,iX
Buick,Enclave AWD Avenir,Enclave
